1.000000000000000000e+01,-8.093940094113349915e-03
1.010000000000000142e+01,-1.537823677062988281e-01
1.020000000000000107e+01,-3.184026479721069336e-01
1.030000000000000071e+01,-4.512577950954437256e-01
1.040000000000000036e+01,-5.774946808815002441e-01
1.050000000000000000e+01,-7.260701060295104980e-01
1.060000000000000142e+01,-8.183599710464477539e-01
1.070000000000000107e+01,-8.609020709991455078e-01
1.080000000000000071e+01,-9.191305041313171387e-01
1.090000000000000036e+01,-9.565030932426452637e-01
1.100000000000000000e+01,-9.829044938087463379e-01
1.110000000000000142e+01,-9.551782011985778809e-01
1.120000000000000107e+01,-9.232624173164367676e-01
1.130000000000000071e+01,-8.698880076408386230e-01
1.140000000000000036e+01,-7.959110140800476074e-01
1.150000000000000000e+01,-7.031381130218505859e-01
1.160000000000000142e+01,-5.938542485237121582e-01
1.170000000000000107e+01,-4.707614183425903320e-01
1.180000000000000071e+01,-3.416843116283416748e-01
1.190000000000000036e+01,-2.004611045122146606e-01
1.200000000000000000e+01,-8.952653035521507263e-03
1.210000000000000142e+01,1.436457782983779907e-01
1.220000000000000107e+01,3.665028512477874756e-01
1.230000000000000071e+01,5.037499070167541504e-01
1.240000000000000036e+01,5.925180315971374512e-01
1.250000000000000000e+01,7.006865739822387695e-01
1.260000000000000142e+01,7.788651585578918457e-01
1.270000000000000107e+01,8.810051083564758301e-01
1.280000000000000071e+01,9.394080042839050293e-01
1.290000000000000036e+01,9.930722117424011230e-01
1.300000000000000000e+01,1.007384538650512695e+00
1.310000000000000142e+01,9.544915556907653809e-01
1.320000000000000107e+01,9.158760309219360352e-01
1.330000000000000071e+01,8.618114590644836426e-01
1.340000000000000036e+01,7.875662446022033691e-01
1.350000000000000000e+01,6.945996880531311035e-01
1.360000000000000142e+01,5.851989984512329102e-01
1.370000000000000107e+01,4.620289802551269531e-01
1.380000000000000071e+01,3.246044218540191650e-01
1.390000000000000036e+01,1.371625214815139771e-01
1.400000000000000000e+01,-8.093954995274543762e-03
1.410000000000000142e+01,-1.537823826074600220e-01
1.420000000000000107e+01,-3.184026479721069336e-01
1.430000000000000071e+01,-4.512577950954437256e-01
1.440000000000000036e+01,-5.774946808815002441e-01
1.450000000000000000e+01,-7.260701060295104980e-01
1.460000000000000142e+01,-8.183599710464477539e-01
1.470000000000000107e+01,-8.609020709991455078e-01
1.480000000000000071e+01,-9.191305041313171387e-01
1.490000000000000036e+01,-9.565030932426452637e-01
1.500000000000000000e+01,-9.829044342041015625e-01
1.510000000000000142e+01,-9.551782011985778809e-01
1.520000000000000107e+01,-9.232624173164367676e-01
1.530000000000000071e+01,-8.698880076408386230e-01
1.540000000000000036e+01,-7.959110140800476074e-01
1.550000000000000000e+01,-7.031381130218505859e-01
1.560000000000000142e+01,-5.938542485237121582e-01
1.570000000000000107e+01,-4.707614183425903320e-01
1.580000000000000071e+01,-3.416843116283416748e-01
1.590000000000000036e+01,-2.004611045122146606e-01
1.600000000000000000e+01,-8.952667936682701111e-03
1.610000000000000142e+01,1.436457782983779907e-01
1.619999999999999929e+01,3.665028512477874756e-01
1.630000000000000071e+01,5.037499070167541504e-01
1.640000000000000213e+01,5.925180315971374512e-01
1.650000000000000000e+01,7.006866335868835449e-01
1.660000000000000142e+01,7.788651585578918457e-01
1.669999999999999929e+01,8.810051083564758301e-01
1.680000000000000071e+01,9.394080042839050293e-01
1.690000000000000213e+01,9.930722117424011230e-01
1.700000000000000000e+01,1.007384538650512695e+00
1.710000000000000142e+01,9.544915556907653809e-01
1.719999999999999929e+01,9.158760905265808105e-01
1.730000000000000071e+01,8.618113994598388672e-01
1.740000000000000213e+01,7.875662446022033691e-01
1.750000000000000000e+01,6.945996880531311035e-01
1.760000000000000142e+01,5.851989984512329102e-01
1.769999999999999929e+01,4.620289802551269531e-01
1.780000000000000071e+01,3.246044218540191650e-01
1.790000000000000213e+01,1.371625214815139771e-01
1.800000000000000000e+01,-8.093954995274543762e-03
1.810000000000000142e+01,-1.537823826074600220e-01
1.819999999999999929e+01,-3.184026777744293213e-01
1.830000000000000071e+01,-4.512577950954437256e-01
1.840000000000000213e+01,-5.774946808815002441e-01
1.850000000000000000e+01,-7.260701060295104980e-01
1.860000000000000142e+01,-8.183599710464477539e-01
1.869999999999999929e+01,-8.609020709991455078e-01
1.880000000000000071e+01,-9.191305041313171387e-01
1.890000000000000213e+01,-9.565030932426452637e-01
1.900000000000000000e+01,-9.829044342041015625e-01
1.910000000000000142e+01,-9.551782011985778809e-01
1.920000000000000284e+01,-9.232624173164367676e-01
1.930000000000000071e+01,-8.698880076408386230e-01
1.940000000000000213e+01,-7.959110140800476074e-01
1.950000000000000000e+01,-7.031381130218505859e-01
1.960000000000000142e+01,-5.938542485237121582e-01
1.970000000000000284e+01,-4.707614183425903320e-01
1.980000000000000071e+01,-3.416842818260192871e-01
1.990000000000000213e+01,-2.004611045122146606e-01
2.000000000000000000e+01,-8.952653035521507263e-03
2.010000000000000142e+01,1.436457186937332153e-01
2.020000000000000284e+01,3.665028512477874756e-01
2.030000000000000071e+01,5.037499070167541504e-01
2.040000000000000213e+01,5.925180315971374512e-01
2.050000000000000000e+01,7.006866335868835449e-01
2.060000000000000142e+01,7.788651585578918457e-01
2.070000000000000284e+01,8.810051083564758301e-01
2.080000000000000071e+01,9.394080042839050293e-01
